,REF_DATE,GEO,Labour_characteristics,NOC,Sex,VALUE,lat,long
3627,2021-01,Quebec,Unemployment,Professional occupations in natural and applied sciences,Both sexes,8.7,53.0,-70.0
3628,2021-01,Quebec,Unemployment,Professional occupations in natural and applied sciences,Males,4.4,53.0,-70.0
3629,2021-01,Quebec,Unemployment,Professional occupations in natural and applied sciences,Females,4.3,53.0,-70.0
3630,2021-01,Quebec,Unemployment,Technical occupations related to natural and applied sciences,Both sexes,7.3,53.0,-70.0
3631,2021-01,Quebec,Unemployment,Technical occupations related to natural and applied sciences,Males,7.1,53.0,-70.0
3632,2021-01,Quebec,Unemployment,Technical occupations related to natural and applied sciences,Females,,53.0,-70.0
3633,2021-01,Quebec,Unemployment,Health occupations,Both sexes,3.0,53.0,-70.0
3634,2021-01,Quebec,Unemployment,Health occupations,Males,,53.0,-70.0
3635,2021-01,Quebec,Unemployment,Health occupations,Females,3.0,53.0,-70.0
3636,2021-01,Quebec,Unemployment,Professional occupations in nursing,Both sexes,,53.0,-70.0
3637,2021-01,Quebec,Unemployment,Professional occupations in nursing,Males,,53.0,-70.0
3638,2021-01,Quebec,Unemployment,Professional occupations in nursing,Females,,53.0,-70.0
3639,2021-01,Quebec,Unemployment,Professional occupations in health (except nursing),Both sexes,,53.0,-70.0
3640,2021-01,Quebec,Unemployment,Professional occupations in health (except nursing),Males,,53.0,-70.0
3641,2021-01,Quebec,Unemployment,Professional occupations in health (except nursing),Females,,53.0,-70.0
3642,2021-01,Quebec,Unemployment,Technical occupations in health,Both sexes,,53.0,-70.0
3643,2021-01,Quebec,Unemployment,Technical occupations in health,Males,,53.0,-70.0
3644,2021-01,Quebec,Unemployment,Technical occupations in health,Females,,53.0,-70.0
3645,2021-01,Quebec,Unemployment,Assisting occupations in support of health services,Both sexes,2.5,53.0,-70.0
3646,2021-01,Quebec,Unemployment,Assisting occupations in support of health services,Males,,53.0,-70.0
3647,2021-01,Quebec,Unemployment,Assisting occupations in support of health services,Females,2.5,53.0,-70.0
3648,2021-01,Quebec,Unemployment,"Occupations in education, law and social, community and government services",Both sexes,10.2,53.0,-70.0
3649,2021-01,Quebec,Unemployment,"Occupations in education, law and social, community and government services",Males,5.0,53.0,-70.0
3650,2021-01,Quebec,Unemployment,"Occupations in education, law and social, community and government services",Females,5.3,53.0,-70.0
3651,2021-01,Quebec,Unemployment,Professional occupations in education services,Both sexes,3.5,53.0,-70.0
3652,2021-01,Quebec,Unemployment,Professional occupations in education services,Males,1.8,53.0,-70.0
3653,2021-01,Quebec,Unemployment,Professional occupations in education services,Females,1.7,53.0,-70.0
3654,2021-01,Quebec,Unemployment,"Professional occupations in law and social, community and government services",Both sexes,3.9,53.0,-70.0
3655,2021-01,Quebec,Unemployment,"Professional occupations in law and social, community and government services",Males,3.1,53.0,-70.0
3656,2021-01,Quebec,Unemployment,"Professional occupations in law and social, community and government services",Females,,53.0,-70.0
3657,2021-01,Quebec,Unemployment,"Paraprofessional occupations in legal, social, community and education services",Both sexes,,53.0,-70.0
3658,2021-01,Quebec,Unemployment,"Paraprofessional occupations in legal, social, community and education services",Males,,53.0,-70.0
3659,2021-01,Quebec,Unemployment,"Paraprofessional occupations in legal, social, community and education services",Females,,53.0,-70.0
3660,2021-01,Quebec,Unemployment,Occupations in front-line public protection services,Both sexes,,53.0,-70.0
3661,2021-01,Quebec,Unemployment,Occupations in front-line public protection services,Males,,53.0,-70.0
3662,2021-01,Quebec,Unemployment,Occupations in front-line public protection services,Females,,53.0,-70.0
3663,2021-01,Quebec,Unemployment,"Care providers and educational, legal and public protection support occupations",Both sexes,1.8,53.0,-70.0
3664,2021-01,Quebec,Unemployment,"Care providers and educational, legal and public protection support occupations",Males,,53.0,-70.0
3665,2021-01,Quebec,Unemployment,"Care providers and educational, legal and public protection support occupations",Females,1.8,53.0,-70.0
3666,2021-01,Quebec,Unemployment,"Occupations in art, culture, recreation and sport",Both sexes,17.7,53.0,-70.0
3667,2021-01,Quebec,Unemployment,"Occupations in art, culture, recreation and sport",Males,8.0,53.0,-70.0
3668,2021-01,Quebec,Unemployment,"Occupations in art, culture, recreation and sport",Females,9.7,53.0,-70.0
3669,2021-01,Quebec,Unemployment,Professional occupations in art and culture,Both sexes,5.0,53.0,-70.0
3670,2021-01,Quebec,Unemployment,Professional occupations in art and culture,Males,1.5,53.0,-70.0
3671,2021-01,Quebec,Unemployment,Professional occupations in art and culture,Females,3.5,53.0,-70.0
3672,2021-01,Quebec,Unemployment,"Technical occupations in art, culture, recreation and sport",Both sexes,12.8,53.0,-70.0
3673,2021-01,Quebec,Unemployment,"Technical occupations in art, culture, recreation and sport",Males,6.5,53.0,-70.0
3674,2021-01,Quebec,Unemployment,"Technical occupations in art, culture, recreation and sport",Females,6.2,53.0,-70.0
3675,2021-01,Quebec,Unemployment,Sales and service occupations,Both sexes,163.6,53.0,-70.0
3676,2021-01,Quebec,Unemployment,Sales and service occupations,Males,68.6,53.0,-70.0
3677,2021-01,Quebec,Unemployment,Sales and service occupations,Females,95.0,53.0,-70.0
3678,2021-01,Quebec,Unemployment,Retail sales supervisors and specialized sales occupations,Both sexes,13.1,53.0,-70.0
3679,2021-01,Quebec,Unemployment,Retail sales supervisors and specialized sales occupations,Males,5.1,53.0,-70.0
3680,2021-01,Quebec,Unemployment,Retail sales supervisors and specialized sales occupations,Females,8.0,53.0,-70.0
3681,2021-01,Quebec,Unemployment,Service supervisors and specialized service occupations,Both sexes,18.3,53.0,-70.0
3682,2021-01,Quebec,Unemployment,Service supervisors and specialized service occupations,Males,10.1,53.0,-70.0
3683,2021-01,Quebec,Unemployment,Service supervisors and specialized service occupations,Females,8.2,53.0,-70.0
3684,2021-01,Quebec,Unemployment,Sales representatives and salespersons - wholesale and retail trade,Both sexes,38.4,53.0,-70.0
3685,2021-01,Quebec,Unemployment,Sales representatives and salespersons - wholesale and retail trade,Males,10.4,53.0,-70.0
3686,2021-01,Quebec,Unemployment,Sales representatives and salespersons - wholesale and retail trade,Females,28.0,53.0,-70.0
3687,2021-01,Quebec,Unemployment,Service representatives and other customer and personal services occupations,Both sexes,33.5,53.0,-70.0
3688,2021-01,Quebec,Unemployment,Service representatives and other customer and personal services occupations,Males,15.5,53.0,-70.0
3689,2021-01,Quebec,Unemployment,Service representatives and other customer and personal services occupations,Females,17.9,53.0,-70.0
3690,2021-01,Quebec,Unemployment,Sales support occupations,Both sexes,17.5,53.0,-70.0
3691,2021-01,Quebec,Unemployment,Sales support occupations,Males,4.0,53.0,-70.0
3692,2021-01,Quebec,Unemployment,Sales support occupations,Females,13.6,53.0,-70.0
3693,2021-01,Quebec,Unemployment,"Service support and other service occupations, n.e.c.",Both sexes,42.8,53.0,-70.0
3694,2021-01,Quebec,Unemployment,"Service support and other service occupations, n.e.c.",Males,23.6,53.0,-70.0
3695,2021-01,Quebec,Unemployment,"Service support and other service occupations, n.e.c.",Females,19.3,53.0,-70.0
3696,2021-01,Quebec,Unemployment,"Trades, transport and equipment operators and related occupations",Both sexes,61.6,53.0,-70.0
3697,2021-01,Quebec,Unemployment,"Trades, transport and equipment operators and related occupations",Males,57.7,53.0,-70.0
3698,2021-01,Quebec,Unemployment,"Trades, transport and equipment operators and related occupations",Females,3.8,53.0,-70.0
3699,2021-01,Quebec,Unemployment,"Industrial, electrical and construction trades",Both sexes,20.9,53.0,-70.0
3700,2021-01,Quebec,Unemployment,"Industrial, electrical and construction trades",Males,20.9,53.0,-70.0
3701,2021-01,Quebec,Unemployment,"Industrial, electrical and construction trades",Females,,53.0,-70.0
3702,2021-01,Quebec,Unemployment,Maintenance and equipment operation trades,Both sexes,11.5,53.0,-70.0
3703,2021-01,Quebec,Unemployment,Maintenance and equipment operation trades,Males,11.5,53.0,-70.0
3704,2021-01,Quebec,Unemployment,Maintenance and equipment operation trades,Females,,53.0,-70.0
3705,2021-01,Quebec,Unemployment,"Other installers, repairers and servicers and material handlers",Both sexes,12.0,53.0,-70.0
3706,2021-01,Quebec,Unemployment,"Other installers, repairers and servicers and material handlers",Males,9.9,53.0,-70.0
3707,2021-01,Quebec,Unemployment,"Other installers, repairers and servicers and material handlers",Females,2.2,53.0,-70.0
3708,2021-01,Quebec,Unemployment,Transport and heavy equipment operation and related maintenance occupations,Both sexes,10.1,53.0,-70.0
3709,2021-01,Quebec,Unemployment,Transport and heavy equipment operation and related maintenance occupations,Males,9.4,53.0,-70.0
3710,2021-01,Quebec,Unemployment,Transport and heavy equipment operation and related maintenance occupations,Females,,53.0,-70.0
3711,2021-01,Quebec,Unemployment,"Trades helpers, construction labourers and related occupations",Both sexes,7.1,53.0,-70.0
3712,2021-01,Quebec,Unemployment,"Trades helpers, construction labourers and related occupations",Males,6.2,53.0,-70.0
3713,2021-01,Quebec,Unemployment,"Trades helpers, construction labourers and related occupations",Females,,53.0,-70.0
3714,2021-01,Quebec,Unemployment,"Natural resources, agriculture and related production occupations",Both sexes,11.1,53.0,-70.0
3715,2021-01,Quebec,Unemployment,"Natural resources, agriculture and related production occupations",Males,9.6,53.0,-70.0
3716,2021-01,Quebec,Unemployment,"Natural resources, agriculture and related production occupations",Females,1.6,53.0,-70.0
3717,2021-01,Quebec,Unemployment,"Supervisors and technical occupations in natural resources, agriculture and related production",Both sexes,1.5,53.0,-70.0
3718,2021-01,Quebec,Unemployment,"Supervisors and technical occupations in natural resources, agriculture and related production",Males,1.5,53.0,-70.0
3719,2021-01,Quebec,Unemployment,"Supervisors and technical occupations in natural resources, agriculture and related production",Females,,53.0,-70.0
3720,2021-01,Quebec,Unemployment,"Workers in natural resources, agriculture and related production",Both sexes,2.9,53.0,-70.0
3721,2021-01,Quebec,Unemployment,"Workers in natural resources, agriculture and related production",Males,1.5,53.0,-70.0
3722,2021-01,Quebec,Unemployment,"Workers in natural resources, agriculture and related production",Females,,53.0,-70.0
3723,2021-01,Quebec,Unemployment,"Harvesting, landscaping and natural resources labourers",Both sexes,6.8,53.0,-70.0
3724,2021-01,Quebec,Unemployment,"Harvesting, landscaping and natural resources labourers",Males,6.6,53.0,-70.0
3725,2021-01,Quebec,Unemployment,"Harvesting, landscaping and natural resources labourers",Females,,53.0,-70.0
3726,2021-01,Quebec,Unemployment,Occupations in manufacturing and utilities,Both sexes,19.4,53.0,-70.0
3727,2021-01,Quebec,Unemployment,Occupations in manufacturing and utilities,Males,8.8,53.0,-70.0
3728,2021-01,Quebec,Unemployment,Occupations in manufacturing and utilities,Females,10.6,53.0,-70.0
3729,2021-01,Quebec,Unemployment,"Processing, manufacturing and utilities supervisors and central control operators",Both sexes,,53.0,-70.0
3730,2021-01,Quebec,Unemployment,"Processing, manufacturing and utilities supervisors and central control operators",Males,,53.0,-70.0
3731,2021-01,Quebec,Unemployment,"Processing, manufacturing and utilities supervisors and central control operators",Females,,53.0,-70.0
3732,2021-01,Quebec,Unemployment,Processing and manufacturing machine operators and related production workers,Both sexes,6.9,53.0,-70.0
3733,2021-01,Quebec,Unemployment,Processing and manufacturing machine operators and related production workers,Males,3.6,53.0,-70.0
3734,2021-01,Quebec,Unemployment,Processing and manufacturing machine operators and related production workers,Females,3.3,53.0,-70.0
3735,2021-01,Quebec,Unemployment,Assemblers in manufacturing,Both sexes,7.7,53.0,-70.0
3736,2021-01,Quebec,Unemployment,Assemblers in manufacturing,Males,3.9,53.0,-70.0
3737,2021-01,Quebec,Unemployment,Assemblers in manufacturing,Females,3.8,53.0,-70.0
3738,2021-01,Quebec,Unemployment,"Labourers in processing, manufacturing and utilities",Both sexes,3.8,53.0,-70.0
3739,2021-01,Quebec,Unemployment,"Labourers in processing, manufacturing and utilities",Males,,53.0,-70.0
3740,2021-01,Quebec,Unemployment,"Labourers in processing, manufacturing and utilities",Females,2.6,53.0,-70.0
3741,2021-01,Quebec,Unemployment,Unclassified occupations,Both sexes,77.7,53.0,-70.0
3742,2021-01,Quebec,Unemployment,Unclassified occupations,Males,47.6,53.0,-70.0
3743,2021-01,Quebec,Unemployment,Unclassified occupations,Females,30.0,53.0,-70.0
3744,2021-01,Ontario,Labour force,Total Employment,Both sexes,7771.5,50.0,-85.0
3745,2021-01,Ontario,Labour force,Total Employment,Males,4104.2,50.0,-85.0
3746,2021-01,Ontario,Labour force,Total Employment,Females,3667.3,50.0,-85.0
3747,2021-01,Ontario,Labour force,Management occupations,Both sexes,720.8,50.0,-85.0
3748,2021-01,Ontario,Labour force,Management occupations,Males,442.8,50.0,-85.0
3749,2021-01,Ontario,Labour force,Management occupations,Females,278.0,50.0,-85.0
3750,2021-01,Ontario,Labour force,Senior management occupations,Both sexes,31.9,50.0,-85.0
3751,2021-01,Ontario,Labour force,Senior management occupations,Males,19.9,50.0,-85.0
3752,2021-01,Ontario,Labour force,Senior management occupations,Females,12.0,50.0,-85.0
3753,2021-01,Ontario,Labour force,Specialized middle management occupations -,Both sexes,279.3,50.0,-85.0
3754,2021-01,Ontario,Labour force,Specialized middle management occupations -,Males,139.0,50.0,-85.0
3755,2021-01,Ontario,Labour force,Specialized middle management occupations -,Females,140.3,50.0,-85.0
